Pulse;Camera;Time;Category;Comments
101520;KLDT-O5WB;41,92327;UFOs;UFO in divertor zone. Also small UFO at 42.72603
101493;KLDT-O5WB;48,98933;UFOs;Bright green flash in front of ILA - probably arcing. Spectroscopy shows different signals around the time,notably nickel and chromium, although there is slight time difference - signals in spectroscopy appear at 48.91 s. KL1O8WA also sees this flash but at 48.93486, closer to where spectroscopy sees it. Is there a delay in KLDT-O5WB time vector?
101490;KLDT-O5WB;66,14122;UFOs;UFOs seen also on cameras KLDT- E5WC and KLDT-E5WD
101489;KLDT-O5WB;40,52466;UFOs;During the breakdown some UFOs coming from the limiter
101489;KLDT-O5WB;66,57543;UFOs;The same issue, end of the pulse UFO's visible also on the cameras KLDT-E5WC, KLDT-E5WD
101488;KLDT-O5WB;66,64966;UFOs;During the end of the pulse lots of UFOs coming from limiter seen also on KLDT-E5WD (slightly visible on protection camera KLDT-P5WA)
101487;KLDT-O5WB;66,50898;UFOs;"The same issue with the end of the pulse, more UFOs than in the previous pulse (visible also on the camera KLDT-E5WD, KLDT-E5WC
but not on the protection camera)"
101486;KLDT-O5WB;67,03695;UFOs;UFOs coming from limiters with the end of pulse, visible on KLDT-E5WD (less than in the previous pulse and almost not visible on the protetion camera)
101485;KLDT-O5WB;66,13433;UFOs;UFOs (probably Be)with the end of pulse coming from limiters visible also on cameras KLDT-P5WA, KLDT- E5WD and KLDT-E5WC
101481;KLDT-E5WC;66,276;UFOs;Shower of UFOs from limiter 4D again.
101479;KLDT-E5WC;66,035;UFOs;Significant UFO shower from limiter 4D at end of pulse. EiC observed.
101477;KLDT-P5WA;66,57176;UFOs;UFO appears from outer wall and fragments over a few frames.
101476;KL11-E1DF;48,88779;UFOs;String-like UFO observed. Several frames later (at t=49.02156s) there appears to be some material ejected out the inner divertor leg
101473;KLDT-E5WD;66,1375;UFOs;Several UFOs near the upper poloidal limiters. Also seen with KLDT-O5WB from t=66.2993s
101472;KLDT-O5WB;42,08616;UFOs;small UFOs spotted near the divertor. More seen at t=49.27204s
101470;KLDT-O5WB;66,65661;UFOs;Bright UFO visible for one frame only near outer wall at the beginning of the floppy disruption. Not visible on PIW cam.
101468;KLDT-P5TB;50,06542;UFOs;UFOs in divertor while the divertor is cool.
101467;KLDT-O5WB;48,74013;UFOs;A collection of apparently unconnected UFOs in frames 267, 269 and 273.
101462;KL11-E1DF;48,64281;UFOs;"UFOs (probably W) emmited from tile 3 under inner strike point.
Possible casue of disruption, though could be RF."
101458;KLDT-O5WB;41,76792;UFOs;Shower of blue UFOs for 5 frames (more if you look carefully). Not visible on KLDT-P5WA.
101452;KL11-P1DB;63,51692;UFOs;Shower of fairly bright UFOs running for several frames during the untidy landing. Also visible on KL11-P1DA. Notified SL.
101452;KL11-P1DB;57,81731;UFOs;UFO in divertor seen against bright plasma background over three frames.
101452;KL11-P1DB;41,59853;UFOs;Bright UFO in divertor
101451;KLDT-O5WB;58,35405;UFOs;Several small blue UFOs at the pulse termination. Not visible on PIW cam. (Visible starting frame 1535 on KLDT-E5WD)
101436;KLDT-O5WB;66,76681;UFOs;Several small UFOs in divertor at pulse termination.
101433;KLDT-E5WD;56,2625;UFOs;Multiple small UFOs in the seconds before disruption. Continues until 56.425
101432;KL8-E8WA;51,699;UFOs;Large flash from UFO, also visible on KL1-08WA
101427;KLDT-O5WB;50,34429;UFOs;UFOs flying near Tile 1, visible also on the camera KL11-P1DB
101425;KLDT-O5WB;59,3229;UFOs;UFOs seen on the outboard side before the disruption 1 frame.
101399;KLDT-O5WB;56,79913;UFOs;It seems some material falling off the Upper Dump plates
101391;KLDT-O5WB;55,58681;UFOs;Flurry of UFOs on the divertor.
101347;KLDT-O5WB;41,84728;UFOs;UFO visible on Ops cam and KLDT- E5WD (frame 219) but not on KLDT- P5WA.
101282;KL7-E8WB;63,87473;UFOs;Large UFO falls from near upper inner sausages
101281;KLDT-P5WA;59,04527;UFOs;UFO starting at the upper outer sausages
101259;KLDT-O5WB;64,30348;UFOs;UFO on O5WB 1 frame
101237;KLDT-O5WB;47,299;UFOs;UFO inner divertor seen for ~ 5 frames
101222;KLDT-O5WB;42,0443;UFOs;UFO in divertor area on Ops cam. Another one in the next frame.
101152;KLDT-O5WB;75,40518;UFOs;Cluster flying off near LH antenna
101135;KLDT-E5WD;50,2875;UFOs;UFOs in divertor zone visible on BeII filter
101122;KLDT-O5WB;54,76762;UFOs;Several UFOs at end of pulse
101101;KLDT-O5WB;63,32157;UFOs;Several UFOs from the outboard side over 3 frames. Setting the Evolve to Be II.
101010;KLDT-P5WA;49,18211;UFOs;Bright UFO on upper inner limiter 4X. Followed by UFO on outer wall several frames later. Visible clearly on KLDT-O5WB.
100961;KLDT-E5WD;64,325;UFOs;Spectacular UFO in BeII light.
100961;KLDT-O5WB;64,34768;UFOs;Blue UFO in outboard - possibly connected to the very bright plasma contact in the previous frame (seen at 64.22694 on KLDT- P5WA). More UFOs in subsequent frames.
100958;KLDT-O5WB;65,76197;UFOs;Blue UFOs on Ops Cam. Also visible on KLDT-E5WD at 65.70
100958;KLDT-P5WA;66,15789;UFOs;Very bright single frame UFO. Visible as a spectacular and highly saturated eruption at 66.13750 on KLDT-E5WD
100957;KLDT-O5WB;65,59896;UFOs;Minor blue UFOs during the floppy phase.
100894;KLDT-E5WD;53,8;UFOs;Series of bright Be UFOs from outboard side during heating in this pulse, mainly between 54 - 56s.
100878;KLDT-P5WA;48,03096;UFOs;Lots of flashes on the outer wall during this pulse
100877;KLDT-P5WA;48,244;UFOs;Self evident
100864;KLDT-P5TB;54,64354;UFOs;UFO on the border of tile 5 and 6.
100861;KLDT-E5WD;50,05;UFOs;Beautiful little beryllium UFO on the inner wall over several frames. Just visible on Ops Cam if you look closely.
100857;KLDT-O5WB;52,11747;UFOs;Large UFOs (6 frames) falling from the UDP region and desintegrating
100856;KLDT-O5WB;49,43437;UFOs;Large UFOs (for 6 frames), falling from the UDP region and desintegrating
100815;KLDT-O5WB;41,46025;UFOs;Beautiful UFO on upper outer wall. (Fireworks throughout this pulse on this camera)
100815;KLDT-P5WA;53,84804;UFOs;Unusual ghost moving across the wall.
100814;KLDT-O5WB;53,32187;UFOs;Many UFOs throughout the heating phase. Some seem to move upwards, towrds the camera, or outwards. Some from the top of the machine.
100812;KLDT-O5WB;56,80684;UFOs;UFO falling from the UDP over 3 frames.
100812;KLDT-O5WB;54,47816;UFOs;Single UFO emanating from nPL 3B, visible over 2 frames.
100811;KLDT-O5WB;52,8971;UFOs;More UFOs from the outer limiters until frame 458.
100810;KLDT-P5WA;53,19994;UFOs;Again, many blue UFOs emanating from the outer limiters. SL says it's from the RF/ILA with lower density.
100809;KLDT-O5WB;52,75181;UFOs;A flurry of UFOs from all the outer limiters starting at frame 367 and on to 415. Camera E5WD with Be II filter sees no UFO, so they are not beryllium(?) or it's fast shutter failed to catch them.
100789;KLDT-O5WB;50,825;UFOs;
100789;KLDT-O5WB;49,29977;UFOs;
100776;KLDT-O5WB;64,7155;UFOs;Multiple UFOs in the divertor and main chamber during termination, for 5 frames
100776;KLDT-O5WB;64,11333;UFOs;Flash at the outboard side moving down for two frames
100770;KLDT-O5WB;52,44911;UFOs;UFO near top of vessel for two frames. Visible on KLDT-E5WD at 52.400s
100745;KLDT-E5WD;41,2625;UFOs;UFO near top of vessel
100745;KLDT-E5WC;42,459;UFOs;UFO near IWGL 4Z. Not visible on other cameras
100709;KLDT-P5TB;56,12785;UFOs;UFOs from outer divertor
100704;KLDT-O5WB;51,6417;UFOs;Something from Antenna B? Also visible on KLDT-E5WE at 51.5683s, seems to be associated with ELM.
100704;KLDT-O5WB;49,554;UFOs;"Something from the bottom of the ILA? Not sure if significant; RF pilots informed."
100647;KLDT-E5WE;54,09;UFOs;Bright UFO, maybe from inner wall? Also visibe on KLDT-O5WB.
100553;KL11-P1DA;48,18134;UFOs;UFO moving vertically in inboard divertor area
100549;KLDT-O5WB;51,068;UFOs;Big UFO from the lower outboard. Not clear where it came from, fast camera was off. Also seen faintly by E5WD and C.
100526;KL11-P1DB;52,03;UFOs;
100516;KL11-P1DA;53,80134;UFOs;UFOs from Tiles 6 or 7 during disruption.
100476;KLDT-E5WD;57,7;UFOs;Small divertor UFO
100421;KLDT-O5WB;42,80499;UFOs;Tiny UFO, one frame
100416;KLDT-E5WE;41,288;UFOs;A little rat runs along the divertor. Visible as a streak in KLDT-O5WB at 41.34881.
100416;KLDT-E5WE;41,086;UFOs;Tiny UFO appears for several ms.
100395;KLDT-O5WB;54,7;UFOs;"UFOs launching first from the top of the vessel (54.7-54.9s) and then from a bit above the outer midplane (55.7 s, 56.38 s, 56.90 s,
57.50 s)"
100383;KLDT-O5WB;66,45206;UFOs;UFOs in the main chamber at pulse termination
100372;KLDT-O5WB;54,39;UFOs;UFOs visible by the operational camera
100246;KLDT-E5WC;50,172;UFOs;UFO from out wall visible on both mirrors for ~30 frames
100225;KLDT-E5WD;64,5677;UFOs;UFOs visible at end of pulse. Following these UFOs and inner limiter heating the SL lowered the DMV threshold.
100210;KLDT-E5WD;54,1625;UFOs;Stereographic UFO from IWGL during disruption
100208;KLDT-E5WD;52,5875;UFOs;UFOs from IWGL during disruption. Seem to come from section which breifly exceeded MCHS and panic limit. SL to reduce DMV voltage for following pulse.
100198;KLDT-P5WA;60,15069;UFOs;UFOs from outer limiters at end of pulse. Also visible on E5WD & E5WE.
100186;KLDT-E5WC;57,583;UFOs;Stereographic UFO view after rough landing.
100184;KLDT-P5WA;50,8269;UFOs;2 frames of stuff near the top during the disruption
100184;KL12-O1WC;50,80817;UFOs;Large UFO - something coming from the NBI duct?
100133;KLDT-O5WB;67,49;UFOs;UFOs in the termination phase in the main chamber
100131;KLDT-O5WB;54,30823;UFOs;Similar cloud of small UFOs to last pulse.
100130;KLDT-E5WD;53,8851;UFOs;cloud of UFOs seeming to come from outer limiters during floppy end of pulse
100125;KLDT-E5WE;47,212;UFOs;UFO seems to break off the outer limiter and fall into the machine.
100122;KLDT-P5TB;42,23872;UFOs;Small UFO over Stack D
100120;KLDT-O5WB;48,0833;UFOs;Small UFO near top of vessel. Not visible on other cameras
100103;KLDT-E5WD;55,6;UFOs;Frame:829
